date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:25:26	160495/160495	---M--	200	added ('OK')	image/jpeg	etag:%22ba21b4ff8a8edb1:0%22	https://mscepune.in/gcc/dept2024/dept2024New/PDF/RESULT/NEW/PARYAVEKSHAK.jpeg	/home/paresh/websites/mst/mscepune.in/gcc/dept2024/dept2024New/PDF/RESULT/NEW/PARYAVEKSHAK.jpg	(from https://www.mscepune.in/)
00:25:29	401287/401287	---M--	200	added ('OK')	application/pdf	etag:%220cea2733efdb1:0%22	https://mscepune.in/gcc/dept2024/dept2024New/PDF/RESULT/msc.pdf	/home/paresh/websites/mst/mscepune.in/gcc/dept2024/dept2024New/PDF/RESULT/msc.pdf	(from https://www.mscepune.in/)
00:25:32	1229819/1229819	---M--	200	added ('OK')	application/pdf	etag:%220e18f8d3dfdb1:0%22	https://mscepune.in/gcc/dept2024/dept2024New/PDF/Latter.pdf	/home/paresh/websites/mst/mscepune.in/gcc/dept2024/dept2024New/PDF/Latter.pdf	(from https://www.mscepune.in/)
00:25:35	3053331/3053331	---M--	200	added ('OK')	application/pdf	etag:%2201670be3dfdb1:0%22	https://mscepune.in/gcc/dept2024/dept2024New/PDF/RESULT/Cleark.pdf	/home/paresh/websites/mst/mscepune.in/gcc/dept2024/dept2024New/PDF/RESULT/Cleark.pdf	(from https://www.mscepune.in/)
00:25:37	1035068/1035068	---M--	200	added ('OK')	application/pdf	etag:%2206d16d53dfdb1:0%22	https://mscepune.in/gcc/dept2024/dept2024New/PDF/RESULT/Sup.pdf	/home/paresh/websites/mst/mscepune.in/gcc/dept2024/dept2024New/PDF/RESULT/Sup.pdf	(from https://www.mscepune.in/)
00:25:38	222195/222195	---M--	200	added ('OK')	application/pdf	etag:%2202d1df3dfdb1:0%22	https://mscepune.in/gcc/dept2024/dept2024New/PDF/RESULT/ADI.pdf	/home/paresh/websites/mst/mscepune.in/gcc/dept2024/dept2024New/PDF/RESULT/ADI.pdf	(from https://www.mscepune.in/)
00:25:42	469290/469290	---M--	200	added ('OK')	application/pdf	etag:%22fa643ce149ccda1:0%22	https://mscepune.in/gcc/dept2024/dept2024New/PDF/Que_Cleark.pdf	/home/paresh/websites/mst/mscepune.in/gcc/dept2024/dept2024New/PDF/Que_Cleark.pdf	(from https://www.mscepune.in/)
00:25:44	443239/443239	---M--	200	added ('OK')	application/pdf	etag:%22b7a120de49ccda1:0%22	https://mscepune.in/gcc/dept2024/dept2024New/PDF/Que_Supervisor.pdf	/home/paresh/websites/mst/mscepune.in/gcc/dept2024/dept2024New/PDF/Que_Supervisor.pdf	(from https://www.mscepune.in/)
00:25:47	438776/438776	---M--	200	added ('OK')	application/pdf	etag:%2215b2ee049ccda1:0%22	https://mscepune.in/gcc/dept2024/dept2024New/PDF/Que_ADI.pdf	/home/paresh/websites/mst/mscepune.in/gcc/dept2024/dept2024New/PDF/Que_ADI.pdf	(from https://www.mscepune.in/)
00:25:48	54359/54359	---M--	200	added ('OK')	application/pdf	etag:%2242688502fbeda1:0%22	https://mscepune.in/gcc/dept2024/dept2024New/PDF/Silyabus%20subjectwise%20Cleark.pdf	/home/paresh/websites/mst/mscepune.in/gcc/dept2024/dept2024New/PDF/Silyabus%20subjectwise%20Cleark.pdf	(from https://www.mscepune.in/)
00:25:51	40786/40786	---M--	200	added ('OK')	application/pdf	etag:%223017a14e2fbeda1:0%22	https://mscepune.in/gcc/dept2024/dept2024New/PDF/Silyabus%20subjectwise%20Sup.pdf	/home/paresh/websites/mst/mscepune.in/gcc/dept2024/dept2024New/PDF/Silyabus%20subjectwise%20Sup.pdf	(from https://www.mscepune.in/)
00:25:54	35288/35288	---M--	200	added ('OK')	application/pdf	etag:%2262f8eb4c2fbeda1:0%22	https://mscepune.in/gcc/dept2024/dept2024New/PDF/Silyabus%20subjectwise%20ADI.pdf	/home/paresh/websites/mst/mscepune.in/gcc/dept2024/dept2024New/PDF/Silyabus%20subjectwise%20ADI.pdf	(from https://www.mscepune.in/)
00:25:56	16199/16199	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2018:55:55%20GMT	https://www.mscepune.in/msce/HomePageNew.aspx	/home/paresh/websites/mst/www.mscepune.in/msce/HomePageNew.html	(from https://www.mscepune.in/)
00:25:59	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:55:59%20GMT	https://www.mscepune.in/GCCSEC/08-2019.pdf	/home/paresh/websites/mst/www.mscepune.in/GCCSEC/08-2019.72.delayed	(from https://www.mscepune.in/)
00:26:02	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:56:02%20GMT	https://www.mscepune.in/GCCSEC/KendraShasan04052022.pdf	/home/paresh/websites/mst/www.mscepune.in/GCCSEC/KendraShasan04052022.73.delayed	(from https://www.mscepune.in/)
00:26:05	3916/3916	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:56:05%20GMT	https://www.mscepune.in/gcc/Imp_TeacherInfo.aspx	/home/paresh/websites/mst/www.mscepune.in/gcc/Imp_TeacherInfo.74.delayed	(from https://www.mscepune.in/)
00:26:07	14608/14608	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2018:56:07%20GMT	https://www.mscepune.in/GCC/NUTANIKARAN/EO/ADMINONE/ADMINLOGINGCC.ASPX	/home/paresh/websites/mst/www.mscepune.in/GCC/NUTANIKARAN/EO/ADMINONE/ADMINLOGINGCC.html	(from https://www.mscepune.in/)
00:26:10	12391/12391	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2018:56:10%20GMT	https://www.mscepune.in/GCC/NUTANIKARAN/EO/DYDE/ADMINLOGINGCC.ASPX	/home/paresh/websites/mst/www.mscepune.in/GCC/NUTANIKARAN/EO/DYDE/ADMINLOGINGCC.html	(from https://www.mscepune.in/)
00:26:13	10549/10549	---M-Z	200	added ('OK')	text/html	etag:%225a473d47b92ad21:0%22	https://www.mscepune.in/gcc/INDEXEO.HTM	/home/paresh/websites/mst/www.mscepune.in/gcc/INDEXEO.html	(from https://www.mscepune.in/)
00:26:16	10563/10563	---M-Z	200	added ('OK')	text/html	etag:%22f89f9dffde81d21:0%22	https://www.mscepune.in/gcc/INDEXDYDE.HTM	/home/paresh/websites/mst/www.mscepune.in/gcc/INDEXDYDE.html	(from https://www.mscepune.in/)
00:26:18	10858/10858	---M-Z	200	added ('OK')	text/html	etag:%229dcd2b9f00da1:0%22	https://www.mscepune.in/gcc/IndexEORenewel.htm	/home/paresh/websites/mst/www.mscepune.in/gcc/IndexEORenewel.html	(from https://www.mscepune.in/)
00:26:21	10645/10645	---M-Z	200	added ('OK')	text/html	etag:%228d8b9be8f00da1:0%22	https://www.mscepune.in/gcc/INDEXDYDERenewel.HTM	/home/paresh/websites/mst/www.mscepune.in/gcc/INDEXDYDERenewel.html	(from https://www.mscepune.in/)
00:26:23	80578/80578	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213ac2-jNeXExg3GrPRY3nfbPslSlxkn8o%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.0-alpha3/dist/js/bootstrap.bundle.min.js	/home/paresh/websites/mst/cdn.jsdelivr.net/npm/bootstrap@5.3.0-alpha3/dist/js/bootstrap.bundle.min.js	(from https://www.mscepune.in/)
00:26:25	3896/3896	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:56:25%20GMT	https://www.mscepune.in/Disclamer.aspx	/home/paresh/websites/mst/www.mscepune.in/Disclamer.7c.delayed	(from https://www.mscepune.in/)
00:26:28	3912/3912	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:56:28%20GMT	https://www.mscepune.in/Terms_Condition_E.aspx	/home/paresh/websites/mst/www.mscepune.in/Terms_Condition_E.7d.delayed	(from https://www.mscepune.in/)
00:26:31	17286/17286	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2018:56:31%20GMT	https://www.mscepune.in/Terms_Condition_OnlinePayment.aspx	/home/paresh/websites/mst/www.mscepune.in/Terms_Condition_OnlinePayment.html	(from https://www.mscepune.in/)
00:26:34	3900/3900	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:56:34%20GMT	https://www.mscepune.in/Copyright_E.aspx	/home/paresh/websites/mst/www.mscepune.in/Copyright_E.7f.delayed	(from https://www.mscepune.in/)
00:26:37	3896/3896	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:56:37%20GMT	https://www.mscepune.in/Privacy_E.aspx	/home/paresh/websites/mst/www.mscepune.in/Privacy_E.80.delayed	(from https://www.mscepune.in/)
00:26:40	3896/3896	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:56:39%20GMT	https://www.mscepune.in/HyperLink.aspx	/home/paresh/websites/mst/www.mscepune.in/HyperLink.81.delayed	(from https://www.mscepune.in/)
00:26:42	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:56:42%20GMT	https://www.mscepune.in/Archived.html	/home/paresh/websites/mst/www.mscepune.in/Archived.82.delayed	(from https://www.mscepune.in/)
00:26:45	3900/3900	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:56:44%20GMT	https://www.mscepune.in/ContactUs_E.aspx	/home/paresh/websites/mst/www.mscepune.in/ContactUs_E.83.delayed	(from https://www.mscepune.in/)
00:26:47	3886/3886	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:56:47%20GMT	https://www.mscepune.in/Help.aspx	/home/paresh/websites/mst/www.mscepune.in/Help.84.delayed	(from https://www.mscepune.in/)
00:26:49	3894/3894	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:56:49%20GMT	https://www.mscepune.in/feedback.aspx	/home/paresh/websites/mst/www.mscepune.in/feedback.85.delayed	(from https://www.mscepune.in/)
00:26:52	18425/18425	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2018:56:52%20GMT	https://www.mscepune.in/Sitemap.aspx	/home/paresh/websites/mst/www.mscepune.in/Sitemap.html	(from https://www.mscepune.in/)
00:26:55	3890/3890	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:56:54%20GMT	https://www.mscepune.in/Search.aspx	/home/paresh/websites/mst/www.mscepune.in/Search.87.delayed	(from https://www.mscepune.in/)
00:26:58	68838/68838	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2018:56:57%20GMT	https://www.mscepune.in/GCC/TENDERINFO.ASPX	/home/paresh/websites/mst/www.mscepune.in/GCC/TENDERINFO.html	(from https://www.mscepune.in/FrmAboutUs.aspx)
00:27:00	121200/121200	---MCZ	200	added ('OK')	text/css	etag:W/%22ec3bb52a00e176a7181d454dffaea219%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css	/home/paresh/websites/mst/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css	(from https://www.mscepune.in/gcc/AllResult.aspx)
00:27:04	37045/37045	---MCZ	200	added ('OK')	application/javascript	etag:W/%225869c96cc8f19086aee625d670d741f9%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js	/home/paresh/websites/mst/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js	(from https://www.mscepune.in/gcc/AllResult.aspx)
00:27:04	35973/35973	---M-Z	200	added ('OK')	text/css	etag:W/%2228feccc0-8c85%22	http://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css	/home/paresh/websites/mst/code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css	(from https://www.mscepune.in/gcc/AllResult.aspx)
00:27:04	86927/86927	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	/home/paresh/websites/mst/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://www.mscepune.in/gcc/AllResult.aspx)
00:27:06	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:57:06%20GMT	https://www.mscepune.in/resources/demos/style.css	/home/paresh/websites/mst/www.mscepune.in/resources/demos/style.8d.delayed	(from https://www.mscepune.in/gcc/AllResult.aspx)
00:27:08	293430/293430	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-47a36%22	https://code.jquery.com/jquery-1.12.4.js	/home/paresh/websites/mst/code.jquery.com/jquery-1.12.4.js	(from https://www.mscepune.in/gcc/AllResult.aspx)
00:27:10	520714/520714	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-7f20a%22	https://code.jquery.com/ui/1.12.1/jquery-ui.js	/home/paresh/websites/mst/code.jquery.com/ui/1.12.1/jquery-ui.js	(from https://www.mscepune.in/gcc/AllResult.aspx)
00:27:12	147335/147335	---MCZ	200	added ('OK')	text/css	etag:%22026da2d4144d21:0%22	https://www.mscepune.in/gcc/css/bootstrap.css	/home/paresh/websites/mst/www.mscepune.in/gcc/css/bootstrap.css	(from https://www.mscepune.in/gcc/AllResult.aspx)
00:27:14	172/172	---MC-	200	added ('OK')	text/css	date:Tue,%2011%20Mar%202025%2018:57:13%20GMT	https://fonts.googleapis.com/css?family=Play	/home/paresh/websites/mst/fonts.googleapis.com/csse321.css	(from https://www.mscepune.in/gcc/AllResult.aspx)
00:27:15	209/209	---MC-	200	added ('OK')	text/css	date:Tue,%2011%20Mar%202025%2018:57:15%20GMT	https://fonts.googleapis.com/css?family=Montserrat	/home/paresh/websites/mst/fonts.googleapis.com/css55d0.css	(from https://www.mscepune.in/gcc/AllResult.aspx)
00:27:18	581/581	---MC-	200	added ('OK')	text/css	date:Tue,%2011%20Mar%202025%2018:57:17%20GMT	https://fonts.googleapis.com/css?family=Quicksand|Righteous|Russo+One	/home/paresh/websites/mst/fonts.googleapis.com/css0b2f.css	(from https://www.mscepune.in/gcc/AllResult.aspx)
00:27:20	2170/2170	---M--	200	added ('OK')	image/gif	etag:%22b52fcf76cc2cda1:0%22	https://mscepune.in/dtedola/Images/header-bg.gif	/home/paresh/websites/mst/mscepune.in/dtedola/Images/header-bg.gif	(from https://www.mscepune.in/gcc/AllResult.aspx)
00:27:24	147335/147335	---MCZ	200	added ('OK')	text/css	etag:%22026da2d4144d21:0%22	https://www.mscepune.in/gcc/CSS/bootstrap.css	/home/paresh/websites/mst/www.mscepune.in/gcc/CSS/bootstrap-2.css	(from https://www.mscepune.in/gcc/RIMC_SeatNo_December2024.aspx)
00:27:27	36868/36868	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c5b5b2fa19bd66ff23211d9f844e0131%22	http://maxcdn.bootstrapcdn.com/bootstrap/3.3.6/js/bootstrap.min.js	/home/paresh/websites/mst/maxcdn.bootstrapcdn.com/bootstrap/3.3.6/js/bootstrap.min.js	(from https://www.mscepune.in/gcc/RIMC_SeatNo_December2024.aspx)
00:27:27	238594238/238594238	---M--	200	added ('OK')	application/pdf	etag:%220b0f8a91ca7d81:0%22	https://mscepune.in/gcc/mahatet2019.pdf	/home/paresh/websites/mst/mscepune.in/gcc/mahatet2019.pdf	(from https://www.mscepune.in/)
00:27:27	97244/97244	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.2/jquery.min.js	/home/paresh/websites/mst/ajax.googleapis.com/ajax/libs/jquery/1.12.2/jquery.min.js	(from https://www.mscepune.in/gcc/RIMC_SeatNo_December2024.aspx)
00:27:30	23063/23063	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2003%20Sep%202023%2000:16:04%20GMT	https://www.mscepune.in/WebResource.axd?d=wPEb5W0S2fhv0oU0ojMdCMWsnZCVOPT6hNIDawkAoSdQWM74M6l8F5y5Ivqo69qtxGMAansivBu2YZBXqmVNnMywcz7t8JOA2nMGIUqfEso1&t=638293167646279077	/home/paresh/websites/mst/www.mscepune.in/WebResource6456.js	(from https://www.mscepune.in/gcc/RIMC_SeatNo_December2024.aspx)
00:27:33	26951/26951	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2003%20Sep%202023%2000:16:04%20GMT	https://www.mscepune.in/WebResource.axd?d=flAuxx9K501XXDLeyJ4XQkkZXOR7OREk6wkj_cqcIQcLPRosO5LAOPRQU9kbK1swHEkpXhUviW_wl9_4LrXAl65puDVktd3T18PNoED7CyE1&t=638293167646279077	/home/paresh/websites/mst/www.mscepune.in/WebResourced7de.js	(from https://www.mscepune.in/gcc/RIMC_SeatNo_December2024.aspx)
00:27:37	226854/226854	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2018:57:35%20GMT	https://www.mscepune.in/gcc/FRMRIMCSeatNo_Dec2024.aspx	/home/paresh/websites/mst/www.mscepune.in/gcc/FRMRIMCSeatNo_Dec2024.html	(from https://www.mscepune.in/gcc/RIMC_SeatNo_December2024.aspx)
00:27:40	80714/80714	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2018:57:38%20GMT	https://www.mscepune.in/gcc/FRMRIMCSeatNo_GirlsDec2024.aspx	/home/paresh/websites/mst/www.mscepune.in/gcc/FRMRIMCSeatNo_GirlsDec2024.html	(from https://www.mscepune.in/gcc/RIMC_SeatNo_December2024.aspx)
00:27:42	66247/66247	---M--	200	added ('OK')	application/pdf	etag:%223042b2ecd3bdb1:0%22	https://www.mscepune.in/gcc/RIMC_Dec2024Rejectedlist.pdf	/home/paresh/websites/mst/www.mscepune.in/gcc/RIMC_Dec2024Rejectedlist.pdf	(from https://www.mscepune.in/gcc/RIMC_SeatNo_December2024.aspx)
00:27:46	103431/103431	---M--	200	added ('OK')	image/png	etag:%220d4fa1472da1:0%22	https://www.mscepune.in/msce/Assets/mscemain.png	/home/paresh/websites/mst/www.mscepune.in/msce/Assets/mscemain.png	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:27:47	20122/20122	---MCZ	200	added ('OK')	application/javascript	etag:W/%224e9a-hx1u8QcL02PqOQ4MjDhOR9zn84k%22	https://cdn.jsdelivr.net/npm/@popperjs/core@2.11.8/dist/umd/popper.min.js	/home/paresh/websites/mst/cdn.jsdelivr.net/npm/@popperjs/core@2.11.8/dist/umd/popper.min.js	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:27:49	60577/60577	---MCZ	200	added ('OK')	application/javascript	etag:W/%22eca1-s8rO+fzPpCquvWHwRvISPspZiXM%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/js/bootstrap.min.js	/home/paresh/websites/mst/cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/js/bootstrap.min.js	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:27:50	232948/232948	---MCZ	200	added ('OK')	text/css	etag:W/%2238df4-HxOZgbm0enZu+gphu3ito1HxbEs%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/css/bootstrap.min.css	/home/paresh/websites/mst/cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/css/bootstrap.min.css	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:27:51	80663/80663	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213b17-9/0PPchLLPk7+B6DJQWmc/NU4KM%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/js/bootstrap.bundle.min.js	/home/paresh/websites/mst/cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/js/bootstrap.bundle.min.js	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:27:54	101894/101894	---MCZ	200	added ('OK')	text/css	etag:%2203c84b472da1:0%22	https://www.mscepune.in/msce/fontawesome-free-6.2.1-web/css/all.min.css	/home/paresh/websites/mst/www.mscepune.in/msce/fontawesome-free-6.2.1-web/css/all.min.css	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:27:58	1524833/1524833	---MCZ	200	added ('OK')	application/javascript	etag:%22069b5c472da1:0%22	https://www.mscepune.in/msce/fontawesome-free-6.2.1-web/js/all.min.js	/home/paresh/websites/mst/www.mscepune.in/msce/fontawesome-free-6.2.1-web/js/all.min.js	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:27:58	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:57:58%20GMT	https://www.mscepune.in/msce/uikit-3.16.19/css/uikit.min.css	/home/paresh/websites/mst/www.mscepune.in/msce/uikit-3.16.19/css/uikit.min.a4.delayed	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:01	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:58:01%20GMT	https://www.mscepune.in/msce/uikit-3.16.19/css/uikit.css	/home/paresh/websites/mst/www.mscepune.in/msce/uikit-3.16.19/css/uikit.a5.delayed	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:03	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:58:03%20GMT	https://www.mscepune.in/msce/uikit-3.16.19/js/uikit.js	/home/paresh/websites/mst/www.mscepune.in/msce/uikit-3.16.19/js/uikit.a6.delayed	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:06	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:58:06%20GMT	https://www.mscepune.in/msce/uikit-3.16.19/js/uikit-icons.min.js	/home/paresh/websites/mst/www.mscepune.in/msce/uikit-3.16.19/js/uikit-icons.min.a7.delayed	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:09	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:58:08%20GMT	https://www.mscepune.in/msce/uikit-3.16.19/js/uikit-icons.js	/home/paresh/websites/mst/www.mscepune.in/msce/uikit-3.16.19/js/uikit-icons.a8.delayed	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:12	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:58:12%20GMT	https://www.mscepune.in/msce/uikit-3.16.19/js/uikit.min.js	/home/paresh/websites/mst/www.mscepune.in/msce/uikit-3.16.19/js/uikit.min.a9.delayed	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:15	22301/22301	---M-Z	200	added ('OK')	text/css	etag:%220f53a472da1:0%22	https://www.mscepune.in/msce/DataTables/DataTables-1.13.4/css/jquery.dataTables.css	/home/paresh/websites/mst/www.mscepune.in/msce/DataTables/DataTables-1.13.4/css/jquery.dataTables.css	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:18	19553/19553	---M-Z	200	added ('OK')	text/css	etag:%220f53a472da1:0%22	https://www.mscepune.in/msce/DataTables/DataTables-1.13.4/css/jquery.dataTables.min.css	/home/paresh/websites/mst/www.mscepune.in/msce/DataTables/DataTables-1.13.4/css/jquery.dataTables.min.css	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:24	456433/456433	---MCZ	200	added ('OK')	application/javascript	etag:%2203c84b472da1:0%22	https://www.mscepune.in/msce/DataTables/DataTables-1.13.4/js/jquery.dataTables.js	/home/paresh/websites/mst/www.mscepune.in/msce/DataTables/DataTables-1.13.4/js/jquery.dataTables.js	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:25	86839/86839	---MCZ	200	added ('OK')	application/javascript	etag:%2203c84b472da1:0%22	https://www.mscepune.in/msce/DataTables/DataTables-1.13.4/js/jquery.dataTables.min.js	/home/paresh/websites/mst/www.mscepune.in/msce/DataTables/DataTables-1.13.4/js/jquery.dataTables.min.js	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:26	160302/160302	---MCZ	200	added ('OK')	text/css	etag:W/%22816af0eddd3b4822c2756227c7e7b7ee%22	https://maxcdn.bootstrapcdn.com/bootstrap/4.5.2/css/bootstrap.min.css	/home/paresh/websites/mst/maxcdn.bootstrapcdn.com/bootstrap/4.5.2/css/bootstrap.min.css	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:29	19230/19230	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2018:58:28%20GMT	https://www.mscepune.in/msce/LoginSid.aspx	/home/paresh/websites/mst/www.mscepune.in/msce/LoginSid.html	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:32	54563/54563	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2018:58:30%20GMT	https://www.mscepune.in/msce/SignUp.aspx	/home/paresh/websites/mst/www.mscepune.in/msce/SignUp.html	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:34	12844/12844	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2018:58:34%20GMT	https://www.mscepune.in/msce/Adminlogin.aspx	/home/paresh/websites/mst/www.mscepune.in/msce/Adminlogin.html	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:37	11922/11922	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2018:58:37%20GMT	https://www.mscepune.in/msce/Disclaimer.aspx	/home/paresh/websites/mst/www.mscepune.in/msce/Disclaimer.html	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:39	11882/11882	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2018:58:39%20GMT	https://www.mscepune.in/msce/TermsConditions.aspx	/home/paresh/websites/mst/www.mscepune.in/msce/TermsConditions.html	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:42	12339/12339	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2018:58:41%20GMT	https://www.mscepune.in/msce/PrivacyPolicy.aspx	/home/paresh/websites/mst/www.mscepune.in/msce/PrivacyPolicy.html	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:44	10373/10373	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2018:58:44%20GMT	https://www.mscepune.in/msce/HyperLinkPolicy.aspx	/home/paresh/websites/mst/www.mscepune.in/msce/HyperLinkPolicy.html	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:47	10234/10234	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2018:58:47%20GMT	https://www.mscepune.in/msce/CopyRightPolicy.aspx	/home/paresh/websites/mst/www.mscepune.in/msce/CopyRightPolicy.html	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:50	5939/5939	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2018:58:49%20GMT	https://www.mscepune.in/msce/FeedBack.aspx	/home/paresh/websites/mst/www.mscepune.in/msce/FeedBack.b7.delayed	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:53	5892/5892	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2018:58:52%20GMT	https://www.mscepune.in/msce/ContactUs.aspx	/home/paresh/websites/mst/www.mscepune.in/msce/ContactUs.b8.delayed	(from https://www.mscepune.in/msce/HomePageNew.aspx)
00:28:55	3904/3904	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2018:58:55%20GMT	https://www.mscepune.in/msce/MainPage.aspx	/home/paresh/websites/mst/www.mscepune.in/msce/MainPage.b9.delayed	(from https://www.mscepune.in/msce/HomePageNew.aspx)
